epoch,lr,loss,dice,val_loss,val_dice
47.0,0.0003,0.025773976755841463,0.960909533782827,0.048456560498418795,0.9596748812104902
48.0,0.0003,0.02588338487719652,0.9607077904244928,0.050017566344625244,0.9558052262841623
49.0,0.0003,0.02557081943296055,0.9611937024844319,0.04913098120182265,0.9571462075082745
50.0,0.0003,0.02531300613532775,0.9613398723859072,0.05311504397925472,0.9492503841661503
51.0,0.0003,0.024942632617342426,0.9619299215085833,0.05350938923312497,0.9514590843141133
52.0,0.0003,0.02478195987688553,0.9622032797770339,0.049028519411858804,0.9586636092004398
53.0,0.0003,0.025721953673944944,0.9607150415658399,0.048373924937909984,0.959844521540619
54.0,0.0003,0.02452776137776813,0.9628005542001281,0.05161432345605761,0.9545760296943174
55.0,0.0003,0.02438017132936263,0.9627827782403571,0.04830700566642421,0.9598137052609811
56.0,0.0003,0.02490595336162124,0.962206592523917,0.05041603948311565,0.9537667837142497
57.0,0.0003,0.02436951679087605,0.9628306060393751,0.05068407652655863,0.9545678862723456
58.0,0.0003,0.024565564550066758,0.9624917018593031,0.04819758300262783,0.9600434105821424
59.0,0.0003,0.024256611763589654,0.9631778137287811,0.056836877815732746,0.9421875888244842
60.0,0.0003,0.024409575878854003,0.9629451619038168,0.04797863294165131,0.9604991135484838
61.0,0.0003,0.02409445915389876,0.9636967482800166,0.04710921178443376,0.9617067043193239
62.0,0.0003,0.024387518655382554,0.9632079748728942,0.04703879803366122,0.9604824149721034
63.0,0.0003,0.023659191773491565,0.9638769675826787,0.04729572202875193,0.9573306351468832
64.0,0.0003,0.024494190520631474,0.9628064722822379,0.046578334682193155,0.9611708635484479
65.0,0.0003,0.023721896171326768,0.9639988092735989,0.047318629093817934,0.9585957270449499
66.0,0.0003,0.023730668931302042,0.9639965896325249,0.046628416010482,0.9625034604740212
67.0,0.0003,0.023580861009115182,0.964212251502268,0.046300848564437745,0.9601915792565151
68.0,0.0003,0.023762645102439067,0.9639143642486624,0.04697700305066865,0.9620157888786418
69.0,0.0003,0.023234978847560872,0.9645027225858145,0.04695362180198515,0.9603930984289383
70.0,0.0003,0.023897472344609993,0.9637040201850339,0.05019928106791731,0.955479997923987
71.0,0.0003,0.02329097960864099,0.9646630178281623,0.05496670009971068,0.9449100240616862
72.0,0.0003,0.023874344660373525,0.9637351011541886,0.046402465138759244,0.962793383464827
73.0,0.0003,0.023315108410892554,0.9644020150341982,0.04648006999147142,0.962664567631936
74.0,0.0003,0.02327155303443727,0.9649148650869371,0.05031123333895423,0.9552185148820884
75.0,0.0003,0.02295064362446068,0.9651902752658504,0.046393010750079094,0.9627971407565878
76.0,0.0003,0.023546781115364773,0.9640387572247321,0.0568946962096433,0.9407746341866012
77.0,0.0003,0.023237967971885293,0.9644727603554576,0.04559396532301925,0.9641711516540931
78.0,0.0003,0.023121290367185472,0.964667910624294,0.04561710442849574,0.9640831308340655
79.0,0.0003,0.02353221266442814,0.9640209619672012,0.04960306532744578,0.9575127194576885
80.0,0.0003,0.022624443381921933,0.9654462055101,0.04511689338342924,0.9648149026114641
81.0,0.0003,0.022836481708065702,0.9655695300479157,0.045961832352761564,0.9622593426799912
82.0,0.0003,0.023345610931272638,0.9645221126576562,0.05143850097687091,0.9533132785005929
83.0,0.0003,0.022751651545857995,0.9652064638603413,0.046285048847856426,0.9601278895934081
84.0,0.0003,0.022405135496946022,0.9657617057431747,0.04595277787704195,0.9607012159291348
85.0,0.0003,0.022530586773078592,0.9655698711330648,0.045386623562701775,0.9629770096852248
86.0,0.0003,0.022726320434674863,0.965476128982669,0.04695882874370087,0.9617635167245842
87.0,0.0003,0.02249145213341623,0.9658492965934566,0.04497334746985695,0.9622426032004384
88.0,0.0003,0.022504723430091196,0.9655781397585942,0.047102203961610155,0.9601137869367282
89.0,0.0003,0.02257033783470373,0.9655001576153218,0.045003023896112,0.9636452723485517
90.0,0.0003,0.02231752389301096,0.9658673914908346,0.045388562576302124,0.9643354692385717
91.0,0.0003,0.022490212754574294,0.9660720234453608,0.04785473022416531,0.9590501641040713
92.0,0.0003,0.022211995898013284,0.9660322186638749,0.05123429911629764,0.9507363456307855
93.0,0.0003,0.021990917115665067,0.9663946955087344,0.05133895057082642,0.9491666801052382
94.0,0.0003,0.022516315211185547,0.9660381850065521,0.04411736086665376,0.9649264505866448
95.0,0.0003,0.022384098442820563,0.9657506494170909,0.046367791469393044,0.9599633933495488
96.0,0.0003,0.02193239822824821,0.9664748195871954,0.056460007828439074,0.9414893612858809
97.0,0.0003,0.022048131035058906,0.9662739157377552,0.046141146568271466,0.9628141481481645
98.0,0.0003,0.022303332399852677,0.9658612891381059,0.04492180801233857,0.9650871667512146
99.0,0.0003,0.021906015124064468,0.966740472762468,0.045833724083916776,0.962330188594699
100.0,0.0003,0.021649677828982604,0.9669294879756578,0.045517875273761,0.9639094755418476
101.0,0.0003,0.02198355722438586,0.9663871040757058,0.044551043312832356,0.965642696920486
102.0,0.0003,0.02202543873466093,0.96629527219997,0.044627022048508797,0.9641803657047098
103.0,0.0003,0.02197876761677947,0.9663757259603426,0.049438682306626784,0.9564593969540097
104.0,0.0003,0.021758853243792446,0.9667143372468314,0.0440879580717147,0.963504382625742
105.0,0.0003,0.021825938735161924,0.9668536560747824,0.04393187678282601,0.9667474178005793
106.0,0.0003,0.021899550374704816,0.9664798479287229,0.04717325078055877,0.9600628436515813
107.0,0.0003,0.021608333717774566,0.9669429892877414,0.044314393106646636,0.9646929588969638
108.0,0.0003,0.021746897614015315,0.9672052835580546,0.04383976322500721,0.9654402901177693
109.0,0.0003,0.021712234734769072,0.9667756795584034,0.04373389487399867,0.9669822625597919
110.0,0.0003,0.021508781085611137,0.9670941747266945,0.04377526145794059,0.9668447748233925
111.0,0.0003,0.021965884617582393,0.9663894198993817,0.048531811472404734,0.9510667839307313
112.0,0.0003,0.02220538488239835,0.966504663341168,0.043910667192916863,0.9666686140588339
113.0,0.0003,0.021519207884294626,0.9675485426389439,0.04447654599408655,0.9643517779862709
114.0,0.0003,0.02167749714125018,0.9670499269994081,0.04483569816091385,0.9637162932588014
115.0,0.0003,0.021234319945902493,0.9675218383521028,0.047669569139698706,0.9592665395306108
116.0,0.0003,0.021419535034162038,0.9672245754950318,0.04444304091596226,0.9657572116659717
117.0,0.0003,0.021332111814231093,0.9676063432747327,0.04641477456369343,0.9611618757950903
118.0,0.0003,0.02148794014371436,0.9673543499299417,0.04396697915964634,0.9665349835505392
119.0,0.0003,0.0216830766681521,0.967024345107694,0.0477998696504741,0.9577139080991379
120.0,0.0003,0.021116267604381782,0.9676929739069011,0.04357029726049183,0.967133665606735
121.0,0.0003,0.021521584804367316,0.9672785303966805,0.043920042884839465,0.9665943676348128
122.0,0.0003,0.02114421259144431,0.9678892596303444,0.04852168242199344,0.9563096062905125
123.0,0.0003,0.021322830136131538,0.9676129546488543,0.04580204202535206,0.962267605422328
124.0,0.0003,0.021160004432856514,0.967861938685964,0.043106478660805934,0.96792278913443
125.0,0.0003,0.021124028846612165,0.9679179959793761,0.04375549885782163,0.9669514042686299
126.0,0.0003,0.021317093315974832,0.9676162575837809,0.04342009727598021,0.967379051612709
127.0,0.0003,0.021004820910225173,0.9681068634298844,0.04456271309005481,0.9656791892495503
128.0,0.0003,0.021294831473805675,0.9678886568232193,0.04766530740296052,0.9548696308268473
129.0,0.0003,0.02117118322766074,0.9676095161713202,0.04744421323406302,0.9611706859488441
130.0,0.0003,0.02094688855901529,0.9679509043843115,0.0433429076997391,0.9675830347741008
131.0,0.0003,0.021012575271185323,0.9678504259104711,0.043743921651148564,0.9654224455953507
132.0,0.0003,0.020770190666000846,0.9682196952767175,0.043251449582372314,0.9662618719781821
133.0,0.0003,0.02113601112553623,0.967900838083126,0.04286487665289687,0.9683429641502715
134.0,0.0003,0.021231162634303084,0.9679496586078105,0.048808158011669836,0.954680718254161
135.0,0.0003,0.021431103949592807,0.9671948218853621,0.04486554290749567,0.963551701532792
136.0,0.0003,0.020840481677591578,0.9681245425115416,0.044697555001284583,0.9639664184979867
137.0,0.0003,0.021196772982196944,0.9682608363918558,0.04416680520408354,0.9662401737638249
138.0,0.0003,0.020897080146542832,0.9682525938248245,0.04407996467379575,0.9662923351931065
139.0,0.0003,0.02103338216313417,0.9680398746595777,0.04314073629393792,0.9678223050298123
140.0,0.0003,0.020857737174344106,0.9680649917516446,0.04466445270825077,0.9653815506155292
141.0,0.0003,0.021056833279925576,0.9677460389274875,0.05168909859177186,0.9459214094738719
142.0,0.0003,0.021153979154871577,0.9678144085594881,0.044614316950582635,0.9639723302722802
143.0,0.0003,0.020824877196546628,0.968368695147214,0.04253768962496629,0.9674167275661021
144.0,0.0003,0.020613948885150432,0.9687013738876304,0.04277294537630118,0.9685217502747493
145.0,0.0003,0.020629857363906157,0.96842979028204,0.04299613119236818,0.9666669454333662
146.0,0.0003,0.0211199618366499,0.9678872129100479,0.04325406222470412,0.9649040050261537
147.0,0.0003,0.020718770663030774,0.9685190699181263,0.045752528022874044,0.962277713269281
148.0,0.0003,0.02100432490020841,0.9678599209528197,0.042919190723388054,0.9668009781151445
149.0,0.0003,0.02097951705664527,0.9683306124278999,0.04604138405317942,0.9618319244642553
150.0,0.0003,0.020446716616142873,0.9687086774833229,0.043179026730014156,0.9677807432112485
151.0,0.0003,0.020782247334111065,0.9682014066272577,0.05095003681935656,0.9527592116274688
152.0,0.0003,0.021207670218204914,0.9675101021037563,0.042667913987204584,0.9658227366481206
153.0,0.0003,0.020462938864835755,0.9686741361354795,0.04501522872610227,0.9619741578814942
154.0,0.0003,0.020596272250406042,0.9687133078144365,0.04257142696871421,0.9674103949694018
155.0,0.0003,0.020568783820806586,0.9687554620589636,0.04254250173558975,0.9687089320907418
156.0,0.0003,0.021135608529393914,0.9685551562901572,0.04732663931052173,0.9584515330258538
157.0,0.0003,0.021010523576901727,0.9682858356943155,0.042803912694469246,0.9683555457327004
158.0,0.0003,0.020607138419970215,0.9684351518850585,0.04265278890983309,0.9686892796847628
159.0,0.0003,0.020601188601315993,0.9687042256071696,0.04521259459617891,0.9630356554882226
160.0,0.0003,0.020609716661718475,0.9684290816089463,0.043060718795117706,0.9665479588144775
161.0,0.0003,0.020398354706783292,0.9687811914920209,0.04729546551562178,0.9583925485487506
162.0,0.0003,0.020735473785937358,0.9689594475508035,0.04206984559177377,0.9696314419109012
163.0,0.0003,0.02068061033471802,0.9685501108712294,0.04216495262204562,0.9694403243230588
164.0,0.0003,0.020328530564745293,0.9688882254746508,0.04191153153583704,0.9698190908136478
165.0,0.0003,0.020342612995239095,0.9688528880720007,0.042170127264222666,0.9695819738711132
166.0,0.0003,0.0204195611744446,0.9687321164676805,0.056656639393058685,0.9370025384988704
167.0,0.0003,0.020442522014520473,0.9686972296671705,0.04863269889003903,0.9535309593965412
168.0,0.0003,0.02072428606586108,0.9682579062813648,0.042230336374442914,0.9691581967168175
169.0,0.0003,0.02033901005595399,0.9690879325794904,0.055245517859047286,0.9472766785675604
170.0,0.0003,0.020155680958190966,0.9691505032620735,0.042332039010322856,0.969227277016355
171.0,0.0003,0.020268537971416634,0.9692060877418279,0.044634205495851224,0.9624367104800593
172.0,0.0003,0.02012833072435826,0.9691971572758712,0.042423517666465654,0.9690302898123663
173.0,0.0003,0.02031612278428513,0.9688986802190879,0.04249135602814057,0.9688246205517308
174.0,0.0003,0.020263554942367628,0.9692199500471615,0.045551946319793354,0.9638902688565195
175.0,0.0003,0.02060879181388069,0.9686588269965711,0.042376980416021004,0.966210516904975
176.0,0.0003,0.0199597377603502,0.9694492563100501,0.048758988506472,0.9560597835867496
177.0,0.0003,0.02072624833751914,0.9689453242158734,0.046917532234165185,0.9589845084699729
178.0,0.0003,0.02000594143773262,0.9693794492347028,0.04242359989906951,0.9676691466970376
179.0,0.0003,0.020544665967262673,0.969013041542046,0.046284567598507846,0.9614578110845106
180.0,0.0003,0.01995865365039263,0.9694536025730549,0.04365512210965835,0.9656192045460171
181.0,0.0003,0.020056862137519955,0.9695366324789102,0.057223267730055205,0.934654257881295
182.0,0.0003,0.020202869144028784,0.9690679564529859,0.04214539486652566,0.9694764941681027
183.0,0.0003,0.020082347881670577,0.9692420748874564,0.041739025663592416,0.9700971397834213
184.0,0.0003,0.019826263182304585,0.9696510909492129,0.04224734352192819,0.9691867198709609
185.0,0.0003,0.02021750572863195,0.9692748602690032,0.042129072925052045,0.9694070009177509
186.0,0.0003,0.020094859353038792,0.9692306709558781,0.04191742077732133,0.9697518762751496
187.0,0.0003,0.020253811072244998,0.9691864849840324,0.05109365024917877,0.9510957692909547
188.0,0.0003,0.020512673617989162,0.9690542360171769,0.04215953042955902,0.9692993409395763
189.0,0.0003,0.019831969352950864,0.9696320757662488,0.04212469170578778,0.9693873190909872
190.0,0.0003,0.019958866774858242,0.9694247952668251,0.0421019325275928,0.9694824302989627
191.0,0.0003,0.020324491618091294,0.9693195628604662,0.04228943994250228,0.9692707747564752
192.0,0.0003,0.02013310992989778,0.9693961149177408,0.04689172847702527,0.9549687524490899
193.0,0.0003,0.020227287968660388,0.9690068231322984,0.044679885031986624,0.9639455751456177
194.0,0.0003,0.01971216400339732,0.9698261565067239,0.04231788093160578,0.9692026660211261
195.0,0.0003,0.020185932013880428,0.9693045384462086,0.04229473990320651,0.9691868865604796
196.0,0.0003,0.020424009976882856,0.9686830931284975,0.04532268187720037,0.9642387109117727
197.0,0.0003,0.02004423890066528,0.9692909315060193,0.04174382017215298,0.970080510172315
198.0,0.0003,0.01986566531253392,0.9698110032859381,0.04471293849616204,0.9624689920836489
199.0,0.0003,0.01986609627650478,0.969808537657916,0.04216546768052331,0.9694609482932262
200.0,0.0003,0.020079373213762845,0.9694544302378492,0.04154216102490024,0.9690946294041007
201.0,0.0003,0.0198668530074134,0.9695756720928207,0.04650738324167188,0.9597188303938867
202.0,0.0003,0.019717353727046864,0.9698066991126373,0.042077052101604166,0.9681036180780076
203.0,0.0003,0.019952854227363464,0.969415290318275,0.044790956255970564,0.9637776840229032
204.0,0.0003,0.02004102558795003,0.9692651779898739,0.043312756282411206,0.9661024165149179
205.0,0.0003,0.019853868108672772,0.9696103845665716,0.042087788230595134,0.9695538585806166
206.0,0.0003,0.01977248024335657,0.9697179381192254,0.04196430787783259,0.9697350389380409
207.0,0.0003,0.02000593296071068,0.9693195422121684,0.04156208811341063,0.9689416219904993
208.0,0.0003,0.019806948058550225,0.9699090875975012,0.042095864497013864,0.9694806614908557
209.0,0.0003,0.019856795334634622,0.9698213042399216,0.04141922716705783,0.9707013423171051
210.0,0.0003,0.01975978747374814,0.9697292532196906,0.04529294451489345,0.9615097005436736
211.0,0.0003,0.019995385737928424,0.9696033347355976,0.042190614738667205,0.9679592249872966
212.0,0.0003,0.019665260971003823,0.9701235088380696,0.04135226829912762,0.969278257882687
213.0,0.0003,0.019794745364669276,0.9696696800827411,0.044766872266114054,0.962351758765643
214.0,0.0003,0.019753023629150396,0.9697537104338595,0.04540241704253509,0.9599185864800515
215.0,0.0003,0.01987286232005211,0.9700277056119673,0.047083958383294544,0.9601596394204617
216.0,0.0003,0.019815288808248198,0.9698818656102925,0.04184699300901797,0.9698491018794714
217.0,0.0003,0.019582940610020493,0.9700074993681579,0.0471890296258435,0.9572637510409879
218.0,0.0003,0.01992840208533866,0.9697019739013394,0.05093109969362341,0.9527875521268461
219.0,0.0003,0.02012547937968519,0.970113106114951,0.05069402533889368,0.9488850003166915
220.0,0.0003,0.019488831603528003,0.970143415742417,0.04226424359878098,0.969080338043597
221.0,0.0003,0.019594621206569476,0.9702299510669828,0.0433161845417484,0.9675373429386783
222.0,0.0003,0.01999090573326258,0.9693767628854357,0.04221102660574856,0.9692250551112043
